race,sex,priors_count,age_cat,c_charge_degree,two_year_recid,score_text,decile_score
African-American,Male,1,Less than 25,F,1,0,9
African-American,Male,3,Less than 25,F,1,0,9
Caucasian,Male,1,Less than 25,F,0,1,4
African-American,Male,2,Less than 25,F,0,0,9
African-American,Female,0,25 - 45,M,0,1,2
Caucasian,Female,0,Greater than 45,M,1,1,4
African-American,Male,1,25 - 45,F,0,1,3
African-American,Male,22,Greater than 45,F,1,0,8
African-American,Male,0,25 - 45,F,1,1,4
Caucasian,Male,2,25 - 45,F,0,1,2
African-American,Male,0,Greater than 45,M,0,1,2
Caucasian,Female,3,Less than 25,F,1,0,9
Caucasian,Female,9,25 - 45,M,1,0,10
Caucasian,Male,0,Less than 25,F,1,1,3
Caucasian,Male,3,Greater than 45,M,1,1,1
Caucasian,Female,2,25 - 45,F,1,2,5
African-American,Male,8,25 - 45,F,1,1,3
African-American,Male,0,Less than 25,M,1,2,6
African-American,Female,4,25 - 45,F,0,2,7
Caucasian,Male,0,25 - 45,F,1,0,9
Caucasian,Male,7,25 - 45,F,1,0,8
Caucasian,Male,1,25 - 45,F,1,1,2
African-American,Female,0,25 - 45,M,0,1,2
Caucasian,Male,3,Greater than 45,M,0,1,2
Caucasian,Male,0,Less than 25,F,1,1,4
African-American,Male,5,25 - 45,F,0,1,4
African-American,Male,0,25 - 45,F,0,1,3
African-American,Male,6,25 - 45,M,1,0,10
African-American,Female,1,Less than 25,M,0,2,5
Caucasian,Male,11,25 - 45,F,0,0,10
African-American,Male,2,Greater than 45,F,0,1,2
Caucasian,Male,0,Less than 25,F,0,0,8
African-American,Female,2,25 - 45,F,0,1,2
Caucasian,Male,1,Greater than 45,F,1,2,6
African-American,Male,17,25 - 45,F,1,0,9
Caucasian,Female,1,Greater than 45,M,0,1,2
Caucasian,Male,0,25 - 45,F,0,0,8
African-American,Male,17,Greater than 45,F,1,0,8
African-American,Female,0,25 - 45,M,0,2,6
Caucasian,Male,3,25 - 45,M,1,1,4
African-American,Male,1,Less than 25,F,1,1,4
African-American,Male,0,25 - 45,F,0,2,5
African-American,Male,2,25 - 45,M,0,2,5
African-American,Male,4,Greater than 45,F,0,1,1
Caucasian,Male,0,25 - 45,M,0,1,2
African-American,Male,1,25 - 45,F,1,1,4
African-American,Female,0,Less than 25,F,0,2,7
African-American,Female,1,Less than 25,F,0,1,4
African-American,Male,21,25 - 45,F,1,2,7
African-American,Male,18,25 - 45,F,1,0,9
African-American,Female,1,Greater than 45,F,0,2,6
African-American,Male,9,25 - 45,F,1,2,7
African-American,Male,1,Less than 25,F,0,2,6
African-American,Female,0,25 - 45,F,1,1,3
African-American,Male,10,25 - 45,M,0,2,6
African-American,Male,1,25 - 45,F,0,1,1
African-American,Male,0,25 - 45,F,0,1,3
African-American,Male,2,Less than 25,F,1,0,9
Caucasian,Male,1,25 - 45,F,1,1,3
African-American,Male,1,25 - 45,M,1,2,5
Caucasian,Male,0,25 - 45,F,0,1,3
African-American,Male,0,25 - 45,M,0,1,2
Caucasian,Male,3,Less than 25,F,1,2,7
African-American,Female,0,25 - 45,F,0,1,3
Caucasian,Male,1,Less than 25,F,1,2,5
African-American,Male,1,Less than 25,F,1,2,6
Caucasian,Female,0,25 - 45,F,0,1,4
Caucasian,Male,2,Greater than 45,F,0,1,1
African-American,Female,1,Greater than 45,F,1,1,2
African-American,Female,4,Less than 25,F,1,1,3
Caucasian,Female,0,25 - 45,M,0,1,1
African-American,Male,2,Less than 25,F,1,2,7
African-American,Female,4,25 - 45,F,1,2,5
African-American,Male,0,25 - 45,F,0,2,5
Caucasian,Male,1,25 - 45,M,1,1,1
Caucasian,Male,3,Greater than 45,F,0,2,6
African-American,Male,0,Less than 25,F,0,2,5
African-American,Male,2,Less than 25,F,1,0,9
African-American,Male,3,25 - 45,F,1,0,9
African-American,Female,0,25 - 45,F,0,1,1
African-American,Male,0,25 - 45,M,1,0,8
Caucasian,Female,2,Greater than 45,F,0,1,2
Caucasian,Male,0,Less than 25,M,0,1,4
African-American,Male,10,25 - 45,F,1,2,6
African-American,Male,5,25 - 45,F,1,2,5
African-American,Male,4,Less than 25,F,1,0,9
Caucasian,Male,0,25 - 45,M,0,1,4
Caucasian,Male,1,25 - 45,M,0,1,2
African-American,Female,13,25 - 45,F,1,0,9
Caucasian,Male,0,25 - 45,F,1,1,1
African-American,Male,4,Greater than 45,M,0,1,1
Caucasian,Male,0,25 - 45,F,1,1,3
African-American,Male,3,Greater than 45,M,0,2,6
African-American,Male,2,25 - 45,F,1,1,3
African-American,Female,0,Less than 25,M,1,2,5
African-American,Male,2,25 - 45,M,1,1,4
African-American,Male,0,Less than 25,F,0,1,4
African-American,Male,20,Greater than 45,M,1,1,2
Caucasian,Male,2,Less than 25,F,0,2,6
African-American,Male,2,25 - 45,F,0,0,8
Caucasian,Female,2,25 - 45,F,1,0,9
African-American,Female,6,25 - 45,F,0,1,3
African-American,Male,12,Greater than 45,M,1,0,8
African-American,Male,1,Less than 25,F,1,2,5
African-American,Male,4,Greater than 45,F,1,1,3
African-American,Male,8,Greater than 45,M,0,2,5
African-American,Male,0,25 - 45,F,0,1,2
Caucasian,Male,0,Less than 25,F,0,1,2
Caucasian,Male,0,25 - 45,F,1,1,2
African-American,Male,0,25 - 45,M,1,1,3
Caucasian,Male,2,25 - 45,F,0,2,5
Caucasian,Male,2,25 - 45,F,0,2,7
African-American,Female,0,25 - 45,M,1,1,1
African-American,Male,7,25 - 45,F,0,1,4
African-American,Male,0,Greater than 45,M,1,1,1
Caucasian,Male,5,25 - 45,F,1,1,3
African-American,Male,16,25 - 45,M,1,0,9
Caucasian,Female,1,Greater than 45,M,0,1,2
African-American,Male,2,Less than 25,F,0,2,7
Caucasian,Male,2,25 - 45,F,1,1,3
African-American,Male,6,25 - 45,F,1,0,10
Caucasian,Female,3,25 - 45,F,1,1,1
Caucasian,Male,0,Less than 25,F,0,0,9
African-American,Male,0,Less than 25,F,1,2,5
African-American,Male,10,25 - 45,F,1,0,9
African-American,Male,0,25 - 45,F,0,1,3
African-American,Male,1,25 - 45,F,0,2,5
Caucasian,Male,7,25 - 45,F,1,2,7
African-American,Male,0,25 - 45,M,1,1,2
African-American,Male,1,Greater than 45,F,0,1,1
Caucasian,Male,3,Greater than 45,F,0,1,2
African-American,Male,0,25 - 45,F,0,1,4
Caucasian,Male,0,Greater than 45,M,0,1,1
Caucasian,Male,2,25 - 45,F,0,2,5
African-American,Male,1,Less than 25,M,0,2,6
African-American,Female,9,25 - 45,F,0,0,8
Caucasian,Male,0,Less than 25,M,1,2,5
African-American,Male,5,Greater than 45,M,1,1,2
African-American,Male,6,25 - 45,M,1,1,4
Caucasian,Male,2,Less than 25,F,1,0,9
Caucasian,Male,2,25 - 45,F,0,1,1
African-American,Male,2,Less than 25,F,0,2,6
African-American,Male,4,25 - 45,M,1,0,10
Caucasian,Female,4,Less than 25,M,1,0,9
Caucasian,Female,0,25 - 45,M,1,1,2
African-American,Male,8,25 - 45,F,1,0,9
African-American,Male,29,Greater than 45,F,1,0,8
Caucasian,Male,3,25 - 45,F,0,2,7
Caucasian,Female,0,Greater than 45,M,0,1,1
Caucasian,Female,0,Less than 25,F,0,2,5
African-American,Male,13,Greater than 45,M,1,0,10
Caucasian,Male,2,25 - 45,F,0,1,1
African-American,Male,1,Less than 25,F,0,1,3
African-American,Male,8,25 - 45,F,0,0,10
African-American,Male,3,Less than 25,F,1,2,7
African-American,Male,2,25 - 45,F,0,1,2
African-American,Male,11,25 - 45,M,1,0,9
Caucasian,Female,0,Less than 25,F,0,2,5
Caucasian,Male,4,Greater than 45,M,1,2,6
African-American,Male,15,25 - 45,F,1,0,10
African-American,Male,10,25 - 45,F,1,2,5
African-American,Male,15,25 - 45,M,1,2,5
Caucasian,Male,0,Greater than 45,F,0,2,5
Caucasian,Male,1,25 - 45,F,0,1,4
Caucasian,Male,3,Greater than 45,M,1,1,3
African-American,Male,10,Greater than 45,M,1,2,7
African-American,Male,0,Less than 25,F,1,1,3
African-American,Male,9,25 - 45,F,0,0,8
Caucasian,Male,0,Greater than 45,F,0,1,1
African-American,Male,3,Less than 25,M,0,2,5
Caucasian,Male,2,Greater than 45,F,1,1,4
African-American,Male,0,25 - 45,M,1,1,2
Caucasian,Male,4,25 - 45,M,1,1,1
African-American,Female,5,25 - 45,F,0,2,7
Caucasian,Female,0,Greater than 45,M,0,1,1
Caucasian,Male,4,25 - 45,F,1,1,3
African-American,Male,7,25 - 45,F,1,1,4
Caucasian,Male,3,Greater than 45,F,0,1,4
African-American,Male,3,25 - 45,F,1,0,10
African-American,Female,0,25 - 45,F,0,1,1
African-American,Female,0,25 - 45,M,1,2,6
Caucasian,Male,1,25 - 45,F,0,1,1
African-American,Male,1,Greater than 45,F,0,1,1
African-American,Male,3,25 - 45,M,0,0,9
African-American,Male,1,25 - 45,F,1,1,4
Caucasian,Male,1,Less than 25,F,0,1,4
African-American,Female,0,Less than 25,M,1,0,8
African-American,Male,5,25 - 45,F,1,0,9
African-American,Male,0,Less than 25,M,0,1,4
Caucasian,Male,1,Greater than 45,M,0,1,1
African-American,Male,4,Greater than 45,F,0,1,3
Caucasian,Male,2,25 - 45,F,1,2,6
African-American,Male,5,Less than 25,F,1,2,6
African-American,Male,3,Greater than 45,F,1,2,5
African-American,Male,6,25 - 45,M,1,1,3
Caucasian,Male,1,Greater than 45,F,0,1,1
African-American,Female,1,25 - 45,F,0,2,5
African-American,Female,2,25 - 45,M,0,2,5
Caucasian,Male,0,Less than 25,F,0,2,5
Caucasian,Male,2,25 - 45,F,0,1,3
African-American,Female,3,Less than 25,F,0,0,8
Caucasian,Male,1,25 - 45,F,0,1,1
African-American,Male,7,25 - 45,F,1,2,6
African-American,Male,14,25 - 45,F,0,0,8
African-American,Male,2,25 - 45,F,1,0,8
Caucasian,Female,1,25 - 45,F,0,1,4
African-American,Male,16,25 - 45,M,1,0,8
African-American,Male,1,25 - 45,M,0,1,4
Caucasian,Male,0,Less than 25,M,1,1,4
African-American,Male,3,25 - 45,M,1,0,9
African-American,Male,6,Greater than 45,F,0,1,2
Caucasian,Male,0,25 - 45,F,0,2,6
African-American,Male,1,Less than 25,F,1,2,6
African-American,Male,1,25 - 45,F,0,2,6
African-American,Male,1,Less than 25,F,0,2,6
African-American,Male,2,25 - 45,F,0,0,10
African-American,Male,0,Greater than 45,F,0,1,1
Caucasian,Male,3,25 - 45,M,0,1,3
Caucasian,Male,0,25 - 45,F,1,0,8
African-American,Male,1,25 - 45,F,0,0,8
African-American,Male,7,25 - 45,M,1,2,7
African-American,Female,7,25 - 45,M,1,1,3
African-American,Male,7,25 - 45,F,1,0,8
Caucasian,Male,7,25 - 45,F,0,2,5
African-American,Male,0,25 - 45,M,0,1,4
African-American,Male,3,25 - 45,F,0,1,4
Caucasian,Female,5,25 - 45,F,1,2,5
African-American,Male,3,Greater than 45,F,0,1,1
African-American,Male,1,Less than 25,F,1,1,3
African-American,Male,7,25 - 45,F,1,2,6
Caucasian,Male,6,25 - 45,F,1,1,4
Caucasian,Male,3,Greater than 45,F,0,1,2
Caucasian,Male,4,25 - 45,F,1,1,4
African-American,Male,3,25 - 45,M,0,2,7
African-American,Male,12,25 - 45,F,1,0,9
Caucasian,Male,1,Less than 25,F,0,2,6
Caucasian,Male,3,25 - 45,M,0,1,4
Caucasian,Female,0,Greater than 45,M,0,1,1
African-American,Male,4,25 - 45,M,0,1,3
African-American,Male,2,Less than 25,F,1,2,6
African-American,Female,0,Less than 25,M,0,1,4
African-American,Male,2,25 - 45,M,1,1,3
African-American,Male,5,25 - 45,M,1,0,8
Caucasian,Male,2,Less than 25,F,0,1,2
African-American,Female,2,Less than 25,F,1,2,5
African-American,Female,1,25 - 45,F,0,2,7
African-American,Male,9,Greater than 45,F,0,1,4
African-American,Female,3,25 - 45,F,1,0,10
African-American,Male,7,25 - 45,M,1,0,8
Caucasian,Male,0,Less than 25,F,1,1,4
African-American,Male,4,25 - 45,M,1,2,6
Caucasian,Male,1,Less than 25,F,1,1,3
African-American,Male,8,25 - 45,F,1,2,7
Caucasian,Male,5,25 - 45,M,0,2,5
Caucasian,Male,3,Greater than 45,F,0,2,6
Caucasian,Female,5,25 - 45,M,1,2,6
African-American,Male,13,Greater than 45,M,0,2,6
Caucasian,Male,0,Less than 25,F,0,1,2
African-American,Male,29,25 - 45,F,0,2,6
Caucasian,Female,0,Greater than 45,M,0,1,1
Caucasian,Female,0,Greater than 45,M,0,1,1
African-American,Male,16,Greater than 45,F,0,2,5
Caucasian,Female,0,25 - 45,M,0,1,2
Caucasian,Male,4,Greater than 45,M,0,1,1
African-American,Female,5,Less than 25,F,1,0,9
African-American,Male,1,25 - 45,M,1,1,3
African-American,Male,19,25 - 45,M,1,2,6
Caucasian,Male,0,25 - 45,M,0,1,1
African-American,Female,3,25 - 45,M,0,0,10
Caucasian,Male,2,25 - 45,F,0,2,5
African-American,Male,3,Less than 25,F,1,2,7
Caucasian,Male,2,25 - 45,F,0,2,5
African-American,Male,3,25 - 45,F,1,2,6
African-American,Male,20,25 - 45,F,1,0,10
African-American,Male,2,25 - 45,F,0,2,7
African-American,Female,13,25 - 45,F,0,0,8
African-American,Male,19,25 - 45,M,0,0,8
African-American,Female,1,25 - 45,F,0,1,2
African-American,Male,9,25 - 45,F,1,0,10
Caucasian,Male,1,Less than 25,F,0,0,9
African-American,Male,2,25 - 45,F,1,2,6
African-American,Male,24,25 - 45,F,1,0,10
Caucasian,Male,0,25 - 45,F,0,1,2
Caucasian,Male,3,Greater than 45,F,1,1,1
Caucasian,Male,5,25 - 45,F,0,1,2
Caucasian,Male,6,25 - 45,F,1,0,8
African-American,Male,2,Less than 25,M,1,2,5
African-American,Male,2,25 - 45,F,0,2,7
African-American,Male,3,25 - 45,F,0,1,3
Caucasian,Male,2,25 - 45,M,1,1,4
Caucasian,Male,3,Less than 25,F,1,0,8
African-American,Male,0,25 - 45,F,0,2,5
African-American,Male,19,25 - 45,F,1,2,5
Caucasian,Male,0,25 - 45,F,0,1,1
African-American,Male,3,Less than 25,F,0,0,8
African-American,Male,0,25 - 45,M,0,1,1
African-American,Male,6,25 - 45,F,1,2,6
African-American,Female,3,25 - 45,F,1,1,2
Caucasian,Female,0,25 - 45,F,1,2,6
African-American,Male,24,25 - 45,F,1,0,10
African-American,Male,2,Less than 25,F,1,2,6
African-American,Male,4,Less than 25,F,1,0,10
African-American,Male,1,25 - 45,M,1,2,6
Caucasian,Female,0,25 - 45,F,1,1,4
African-American,Male,0,25 - 45,M,1,2,5
Caucasian,Male,0,25 - 45,F,1,1,1
Caucasian,Male,0,25 - 45,F,0,1,3
African-American,Male,2,25 - 45,F,1,2,5
African-American,Male,1,Less than 25,F,1,1,4
African-American,Female,0,25 - 45,F,0,2,7
African-American,Male,0,25 - 45,M,0,1,2
Caucasian,Female,4,Greater than 45,M,0,1,2
Caucasian,Female,2,25 - 45,M,0,1,3
Caucasian,Male,1,Less than 25,F,0,1,4
Caucasian,Female,2,Less than 25,F,0,1,4
African-American,Female,11,Less than 25,M,1,0,9
Caucasian,Male,3,25 - 45,F,0,1,3
African-American,Female,1,25 - 45,M,0,0,9
African-American,Male,4,25 - 45,F,1,2,6
African-American,Male,8,Greater than 45,M,0,2,7
African-American,Male,15,25 - 45,F,1,0,9
African-American,Male,2,Less than 25,M,1,1,4
African-American,Male,3,25 - 45,M,1,2,6
African-American,Female,0,25 - 45,F,0,2,6
African-American,Male,5,25 - 45,F,1,2,7
Caucasian,Male,2,Less than 25,F,1,1,3
African-American,Male,1,Less than 25,F,0,2,7
Caucasian,Male,1,Greater than 45,F,1,1,1
African-American,Male,2,Less than 25,F,1,2,7
Caucasian,Male,12,25 - 45,F,0,2,6
African-American,Male,0,Less than 25,F,1,0,9
African-American,Male,2,Greater than 45,F,0,1,3
African-American,Male,0,Less than 25,M,1,0,10
Caucasian,Male,1,25 - 45,F,0,1,1
African-American,Male,17,25 - 45,F,1,0,10
African-American,Female,2,25 - 45,M,0,1,3
Caucasian,Male,4,25 - 45,M,1,2,6
African-American,Male,6,25 - 45,F,1,2,6
Caucasian,Female,9,Less than 25,M,1,0,10
African-American,Male,1,Less than 25,F,1,0,9
African-American,Female,3,25 - 45,F,1,1,4
Caucasian,Male,1,Greater than 45,F,0,1,2
African-American,Male,5,25 - 45,M,0,0,9
Caucasian,Male,0,25 - 45,F,1,1,2
African-American,Male,3,Less than 25,F,1,2,7
Caucasian,Female,0,Greater than 45,F,0,2,5
African-American,Male,1,Less than 25,F,0,2,7
Caucasian,Male,0,25 - 45,F,1,1,2
Caucasian,Male,0,25 - 45,M,0,1,4
African-American,Male,1,Less than 25,F,0,1,4
African-American,Male,0,Greater than 45,F,1,2,7
African-American,Male,0,25 - 45,F,0,1,1
African-American,Male,0,Less than 25,F,0,1,2
African-American,Male,5,25 - 45,F,0,2,6
African-American,Male,8,25 - 45,M,0,0,8
Caucasian,Male,0,Less than 25,M,1,0,8
Caucasian,Male,2,25 - 45,F,0,2,5
African-American,Male,1,Less than 25,F,0,1,4
African-American,Female,0,25 - 45,F,0,1,4
Caucasian,Female,20,25 - 45,F,1,0,10
African-American,Male,1,25 - 45,F,1,1,4
African-American,Male,5,25 - 45,F,0,2,6
African-American,Female,1,25 - 45,M,0,1,2
African-American,Male,1,Less than 25,F,0,2,5
Caucasian,Male,0,Greater than 45,F,0,1,1
African-American,Female,0,Less than 25,M,0,2,7
African-American,Female,0,25 - 45,F,0,1,3
African-American,Male,13,25 - 45,F,1,0,9
African-American,Male,13,25 - 45,M,1,0,9
Caucasian,Male,1,Greater than 45,M,0,1,1
African-American,Male,1,25 - 45,M,1,1,2
African-American,Male,0,Less than 25,F,0,2,7
African-American,Male,5,25 - 45,F,1,2,7
African-American,Male,10,25 - 45,F,1,0,8
Caucasian,Male,3,Greater than 45,M,1,1,2
African-American,Male,2,Less than 25,F,1,2,6
Caucasian,Male,0,Less than 25,F,0,1,3
Caucasian,Male,0,25 - 45,M,0,1,2
Caucasian,Male,2,25 - 45,F,1,2,7
African-American,Male,4,25 - 45,F,1,2,5
Caucasian,Male,0,Greater than 45,M,0,1,1
Caucasian,Male,1,Greater than 45,M,0,1,1
African-American,Male,6,Greater than 45,M,0,1,4
African-American,Male,1,Less than 25,F,0,0,8
African-American,Male,4,25 - 45,F,1,2,6
Caucasian,Male,0,Less than 25,F,0,0,10
Caucasian,Male,2,25 - 45,F,0,1,1
Caucasian,Male,0,Less than 25,F,1,0,8
African-American,Male,3,25 - 45,M,1,1,4
African-American,Female,8,25 - 45,F,1,2,7
Caucasian,Male,1,25 - 45,F,0,2,5
African-American,Male,0,Less than 25,F,1,0,8
African-American,Female,1,25 - 45,M,0,2,5
African-American,Female,0,Less than 25,F,1,2,6
Caucasian,Male,4,Greater than 45,M,0,0,8
Caucasian,Male,0,Less than 25,F,0,0,9
African-American,Male,0,Less than 25,F,1,0,8
Caucasian,Male,1,25 - 45,M,0,1,1
African-American,Female,1,25 - 45,F,0,1,3
Caucasian,Male,11,25 - 45,F,1,1,4
African-American,Male,1,25 - 45,F,0,1,2
African-American,Male,0,25 - 45,F,0,1,1
African-American,Male,0,Less than 25,F,1,2,7
African-American,Male,1,Less than 25,F,1,2,6
Caucasian,Male,3,25 - 45,F,0,2,5
African-American,Male,1,Less than 25,F,1,0,9
African-American,Male,0,25 - 45,M,1,0,8
African-American,Female,0,25 - 45,M,0,1,1
African-American,Male,1,25 - 45,F,0,2,5
Caucasian,Female,0,Less than 25,M,0,2,6
African-American,Male,7,25 - 45,F,1,1,2
African-American,Male,1,25 - 45,F,1,1,1
Caucasian,Male,2,25 - 45,F,0,1,4
Caucasian,Male,0,Less than 25,M,1,1,3
African-American,Female,9,25 - 45,M,0,0,9
African-American,Male,3,25 - 45,F,1,1,2
Caucasian,Male,1,25 - 45,F,1,1,1
African-American,Male,1,25 - 45,F,1,1,3
Caucasian,Male,1,25 - 45,F,0,1,1
African-American,Female,1,Greater than 45,F,0,1,1
African-American,Male,6,25 - 45,F,1,0,8
Caucasian,Male,5,Greater than 45,M,0,1,1
African-American,Female,11,Greater than 45,F,1,0,8
Caucasian,Male,3,Less than 25,F,0,2,5
Caucasian,Male,2,Less than 25,M,0,0,10
Caucasian,Female,0,Greater than 45,F,0,1,2
African-American,Male,0,25 - 45,F,0,1,1
African-American,Male,0,Less than 25,M,1,1,2
Caucasian,Female,0,Greater than 45,M,0,1,1
Caucasian,Male,0,Less than 25,M,0,2,6
Caucasian,Male,8,25 - 45,F,0,1,3
Caucasian,Male,3,25 - 45,F,1,2,7
Caucasian,Male,10,25 - 45,F,0,0,9
African-American,Male,1,25 - 45,F,0,2,6
Caucasian,Female,1,25 - 45,M,0,1,3
Caucasian,Male,3,25 - 45,F,0,1,3
African-American,Female,3,25 - 45,M,0,2,6
African-American,Female,3,Less than 25,M,0,2,5
African-American,Male,0,25 - 45,F,0,1,1
African-American,Male,0,25 - 45,F,0,1,2
Caucasian,Male,9,Greater than 45,M,1,2,6
African-American,Male,16,25 - 45,F,1,0,9
Caucasian,Female,1,Greater than 45,M,0,1,1
African-American,Male,1,25 - 45,F,1,0,10
African-American,Female,2,25 - 45,M,0,1,2
Caucasian,Female,2,Greater than 45,F,1,0,8
African-American,Male,0,25 - 45,M,1,1,1
African-American,Male,6,25 - 45,M,1,0,10
African-American,Male,2,25 - 45,F,1,1,3
African-American,Male,4,Less than 25,F,1,0,9
African-American,Male,6,25 - 45,F,0,1,2
African-American,Male,11,25 - 45,F,1,2,7
Caucasian,Male,0,Greater than 45,M,0,1,1
African-American,Male,1,Greater than 45,M,1,1,1
Caucasian,Male,11,25 - 45,M,1,2,6
African-American,Female,1,Less than 25,F,0,1,3
Caucasian,Male,26,Greater than 45,F,1,2,7
Caucasian,Male,2,Greater than 45,M,1,1,1
African-American,Male,0,25 - 45,F,0,1,1
African-American,Male,1,Greater than 45,F,0,1,3
African-American,Male,3,Less than 25,F,1,0,10
Caucasian,Male,16,25 - 45,F,1,2,6
Caucasian,Male,0,Less than 25,F,1,2,5
African-American,Male,0,25 - 45,F,0,1,1
Caucasian,Male,0,Greater than 45,M,0,1,1
African-American,Female,0,25 - 45,M,0,1,2
African-American,Male,0,25 - 45,F,0,1,3
Caucasian,Male,1,25 - 45,F,1,2,7
African-American,Male,18,Greater than 45,F,0,2,7
African-American,Male,4,Less than 25,F,0,0,8
African-American,Male,0,Greater than 45,F,1,1,1
African-American,Male,2,Greater than 45,F,0,1,4
African-American,Male,0,Less than 25,M,0,1,3
African-American,Male,3,Greater than 45,F,1,1,1
Caucasian,Male,1,25 - 45,F,1,1,4
African-American,Male,8,25 - 45,F,1,0,8
African-American,Male,7,Less than 25,F,1,2,7
African-American,Male,1,25 - 45,F,0,1,4
Caucasian,Male,1,25 - 45,F,0,1,4
African-American,Male,0,Less than 25,F,0,1,2
Caucasian,Female,28,Greater than 45,F,1,0,9
Caucasian,Female,0,Greater than 45,F,0,1,1
Caucasian,Male,1,25 - 45,M,0,1,2
African-American,Male,0,25 - 45,M,0,1,1
African-American,Male,4,25 - 45,F,1,2,7
African-American,Male,1,Greater than 45,F,0,1,1
African-American,Male,0,Less than 25,M,1,2,5
Caucasian,Male,0,Less than 25,F,1,2,7
Caucasian,Male,3,25 - 45,M,1,1,1
Caucasian,Female,0,25 - 45,M,0,1,3
African-American,Male,7,25 - 45,F,1,2,7
Caucasian,Male,2,Greater than 45,M,1,1,3
Caucasian,Male,2,Greater than 45,F,0,1,1
African-American,Female,1,25 - 45,F,0,0,8
African-American,Female,2,Less than 25,F,1,2,7
African-American,Male,0,25 - 45,F,0,0,8
African-American,Male,8,25 - 45,F,1,0,8
Caucasian,Male,14,Greater than 45,F,1,1,3
Caucasian,Male,2,Greater than 45,M,0,1,4
African-American,Male,2,Less than 25,F,1,2,7
African-American,Male,0,Greater than 45,M,0,1,1
African-American,Male,0,25 - 45,M,0,1,2
African-American,Male,11,25 - 45,F,1,0,8
African-American,Male,0,Less than 25,F,1,1,2
